!!SBtab TableID='ParamPrep' TableType='Quantity' TableName='Parameters_EqPrep' DocumentName=' Document=' Unit=' SBtabVersion='1.0' Date='2019-5-17'
!QuantityType	!Reaction:SBML:reaction:id	!Enzyme:Identifiers:ec-code	!Compound:SBML:species:id	!Name	!Mean	!Std	!Unit	!Min	!Max	!Organism	!Description
Michaelis constant	R_THRTRS	6.1.1.3	M_thr__L_c	L-threonine	4.4					Mycoplasma mobile	BRENDA LIT: 745349; Filo Dist: 1.012
Michaelis constant	R_THRTRS	6.1.1.3	M_atp_c	ATP	0.267					Escherichia coli	BRENDA LIT: 650200; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0002					Aquifex aeolicus	BRENDA LIT: 662970; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.00038					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.00061					Aquifex aeolicus	BRENDA LIT: 662245; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.00076					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0007					Escherichia coli	BRENDA LIT: 672235; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.00073					Escherichia coli	BRENDA LIT: 672252; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0015					Escherichia coli	BRENDA LIT: 649992; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0016					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0025					Escherichia coli	BRENDA LIT: 653045; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0026					Escherichia coli	BRENDA LIT: 660871; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0014					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0019					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.014					Homo sapiens	BRENDA LIT: 650328; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0001					Saccharomyces cerevisiae	BRENDA LIT: 428; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0003					Saccharomyces cerevisiae	BRENDA LIT: 151; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0004					Saccharomyces cerevisiae	BRENDA LIT: 424; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0006					Saccharomyces cerevisiae	BRENDA LIT: 675436; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0061					Giardia intestinalis	BRENDA LIT: 702272; Filo Dist: 4.099
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.00167					Pyrococcus horikoshii	BRENDA LIT: 672250; Filo Dist: 4.046
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.00085					Phaseolus vulgaris	BRENDA LIT: 435; Filo Dist: 5.0
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0026					Phaseolus vulgaris	BRENDA LIT: 435; Filo Dist: 5.0
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0013					Euglena gracilis	BRENDA LIT: 432; Filo Dist: nan
Michaelis constant	R_LEUTRS	6.1.1.4	M_trnaleu_c	tRNA(Leu)	0.0016					Euglena gracilis	BRENDA LIT: 433; Filo Dist: nan
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0011					Aquifex aeolicus	BRENDA LIT: 694435; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0013					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0028					Aquifex aeolicus	BRENDA LIT: 704595; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0064					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0015					Escherichia coli	BRENDA LIT: 661109; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.015					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.015					Escherichia coli	BRENDA LIT: 661190; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.02					Escherichia coli	BRENDA LIT: 660871; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.039					Escherichia coli	BRENDA LIT: 726909; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.052					Escherichia coli	BRENDA LIT: 649992; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0058					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0075					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.024					Homo sapiens	BRENDA LIT: 702347; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.045					Homo sapiens	BRENDA LIT: 650328; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0456					Homo sapiens	BRENDA LIT: 716384; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.064					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.075					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.13					Homo sapiens	BRENDA LIT: 661190; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0041					Saccharomyces cerevisiae	BRENDA LIT: 693109; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.01					Saccharomyces cerevisiae	BRENDA LIT: 428; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.0061					Giardia intestinalis	BRENDA LIT: 702063; Filo Dist: 4.099
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.009					Giardia intestinalis	BRENDA LIT: 702272; Filo Dist: 4.099
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.01					Euglena gracilis	BRENDA LIT: 433; Filo Dist: nan
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.00843					Natrialba magadii	BRENDA LIT: 728409; Filo Dist: 6.0
Michaelis constant	R_LEUTRS	6.1.1.4	M_leu__L_c	L-leucine	0.891					Natrialba magadii	BRENDA LIT: 728409; Filo Dist: 6.0
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.36					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.55					Aquifex aeolicus	BRENDA LIT: 652320; Filo Dist: 1.343
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.24					Escherichia coli	BRENDA LIT: 660871; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.26					Escherichia coli	BRENDA LIT: 653045; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.26					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.28					Escherichia coli	BRENDA LIT: 649992; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.28					Escherichia coli	BRENDA LIT: 653716; Filo Dist: 1.512
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.09					Homo sapiens	BRENDA LIT: 650328; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.725					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.773					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	1.308					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	1.349					Homo sapiens	BRENDA LIT: 662416; Filo Dist: 4.097
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.11					Saccharomyces cerevisiae	BRENDA LIT: 424; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.3					Saccharomyces cerevisiae	BRENDA LIT: 151; Filo Dist: 4.245
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.688					Giardia intestinalis	BRENDA LIT: 702272; Filo Dist: 4.099
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.18					Phaseolus vulgaris	BRENDA LIT: 435; Filo Dist: 5.0
Michaelis constant	R_LEUTRS	6.1.1.4	M_atp_c	ATP	0.13					Euglena gracilis	BRENDA LIT: 432; Filo Dist: nan
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.00028					Escherichia coli	BRENDA LIT: 448; Filo Dist: 1.512
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.00054					Escherichia coli	BRENDA LIT: 452; Filo Dist: 1.512
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.7					Escherichia coli	BRENDA LIT: 450; Filo Dist: 1.512
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	4.4					Escherichia coli	BRENDA LIT: 715519; Filo Dist: 1.512
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.24					Staphylococcus aureus	BRENDA LIT: 651903; Filo Dist: 0.909
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.007					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.01					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.285					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
Michaelis constant	R_ILETRS	6.1.1.5	M_atp_c	ATP	0.33					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
Michaelis constant	R_ILETRS	6.1.1.5	M_ile__L_c	L-isoleucine	0.0046					Escherichia coli	BRENDA LIT: 744324; Filo Dist: 1.512
Michaelis constant	R_ILETRS	6.1.1.5	M_ile__L_c	L-isoleucine	0.005					Staphylococcus aureus	BRENDA LIT: 651903; Filo Dist: 0.909
Michaelis constant	R_ILETRS	6.1.1.5	M_ile__L_c	L-isoleucine	0.01					Staphylococcus aureus	BRENDA LIT: 651903; Filo Dist: 0.909
Michaelis constant	R_ILETRS	6.1.1.5	M_ile__L_c	L-isoleucine	0.0					Trypanosoma brucei	BRENDA LIT: 727946; Filo Dist: 5.0
Michaelis constant	R_ILETRS	6.1.1.5	M_ile__L_c	L-isoleucine	0.00125					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
Michaelis constant	R_ILETRS	6.1.1.5	M_ile__L_c	L-isoleucine	0.012					Pseudomonas fluorescens	BRENDA LIT: 652415; Filo Dist: 1.429
Michaelis constant	R_ILETRS	6.1.1.5	M_trnaile_c	tRNA(Ile)	0.0021					Escherichia coli	BRENDA LIT: 450; Filo Dist: 1.512
Michaelis constant	R_ILETRS	6.1.1.5	M_trnaile_c	tRNA(Ile)	0.0001					Staphylococcus aureus	BRENDA LIT: 651903; Filo Dist: 0.909
Michaelis constant	R_ILETRS	6.1.1.5	M_trnaile_c	tRNA(Ile)	0.0001					Staphylococcus aureus	BRENDA LIT: 651905; Filo Dist: 0.909
Michaelis constant	R_ILETRS	6.1.1.5	M_trnaile_c	tRNA(Ile)	0.0001					Thermus thermophilus	BRENDA LIT: 466; Filo Dist: 1.421
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.016					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.016					Geobacillus stearothermophilus	BRENDA LIT: 652901; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.023					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.024					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.092					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.104					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.23					Borreliella burgdorferi	BRENDA LIT: 672141; Filo Dist: 2.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.0066					Methanothermobacter thermautotrophicus	BRENDA LIT: 674875; Filo Dist: 6.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.0026					Escherichia coli	BRENDA LIT: 661087; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_lys__L_c	L-lysine	0.16					Bacillus cereus	BRENDA LIT: 727514; Filo Dist: 0.896
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.023					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.0232					Geobacillus stearothermophilus	BRENDA LIT: 479; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.041					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.043					Geobacillus stearothermophilus	BRENDA LIT: 650620; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.043					Geobacillus stearothermophilus	BRENDA LIT: 652901; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.0651					Geobacillus stearothermophilus	BRENDA LIT: 479; Filo Dist: 1.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.195					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.25					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	1.3					Borreliella burgdorferi	BRENDA LIT: 672141; Filo Dist: 2.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.00015					Rattus norvegicus	BRENDA LIT: 494; Filo Dist: 4.107
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.01					Rattus norvegicus	BRENDA LIT: 504; Filo Dist: 4.107
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	2.1					Rattus norvegicus	BRENDA LIT: 500; Filo Dist: 4.107
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.012					Escherichia coli	BRENDA LIT: 661087; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.037					Escherichia coli	BRENDA LIT: 485; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_atp_c	ATP	0.33					Escherichia coli	BRENDA LIT: 485; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.002					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.0028					Cricetinae	BRENDA LIT: 652250; Filo Dist: 5.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.002					Borreliella burgdorferi	BRENDA LIT: 653627; Filo Dist: 2.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.002					Borreliella burgdorferi	BRENDA LIT: 661755; Filo Dist: 2.5
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	1e-05					Rattus norvegicus	BRENDA LIT: 504; Filo Dist: 4.107
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	2e-05					Rattus norvegicus	BRENDA LIT: 504; Filo Dist: 4.107
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.00074					Methanothermobacter thermautotrophicus	BRENDA LIT: 674875; Filo Dist: 6.0
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.002					Escherichia coli	BRENDA LIT: 485; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.0043					Escherichia coli	BRENDA LIT: 653627; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.0057					Escherichia coli	BRENDA LIT: 485; Filo Dist: 1.512
Michaelis constant	R_LYSTRS	6.1.1.6	M_trnalys_c	tRNA(Lys)	0.0037					Homo sapiens	BRENDA LIT: 653377; Filo Dist: 4.097
Michaelis constant	R_LYSTRS	6.1.1.6	M_amp_c	AMP	1.5					Rattus norvegicus	BRENDA LIT: 500; Filo Dist: 4.107
Michaelis constant	R_ALATRS	6.1.1.7	M_trnaala_c	tRNA(Ala)	0.0015					Escherichia coli	BRENDA LIT: 649960; Filo Dist: 1.512
Michaelis constant	R_ALATRS	6.1.1.7	M_trnaala_c	tRNA(Ala)	0.0024					Escherichia coli	BRENDA LIT: 514; Filo Dist: 1.512
Michaelis constant	R_ALATRS	6.1.1.7	M_trnaala_c	tRNA(Ala)	0.0001					Saccharomyces cerevisiae	BRENDA LIT: 11; Filo Dist: 4.245
Michaelis constant	R_ALATRS	6.1.1.7	M_trnaala_c	tRNA(Ala)	0.00028					Saccharomyces cerevisiae	BRENDA LIT: 521; Filo Dist: 4.245
Michaelis constant	R_ALATRS	6.1.1.7	M_trnaala_c	tRNA(Ala)	0.0014					Bombyx mori	BRENDA LIT: 525; Filo Dist: 5.0
Michaelis constant	R_ALATRS	6.1.1.7	M_ala__L_c	L-alanine	0.05					Escherichia coli	BRENDA LIT: 705890; Filo Dist: 1.512
Michaelis constant	R_ALATRS	6.1.1.7	M_ala__L_c	L-alanine	0.34					Escherichia coli	BRENDA LIT: 515; Filo Dist: 1.512
Michaelis constant	R_ALATRS	6.1.1.7	M_ala__L_c	L-alanine	1.0					Saccharomyces cerevisiae	BRENDA LIT: 521; Filo Dist: 4.245
Michaelis constant	R_ALATRS	6.1.1.7	M_ala__L_c	L-alanine	0.34					Bombyx mori	BRENDA LIT: 156; Filo Dist: 5.0
Michaelis constant	R_ALATRS	6.1.1.7	M_ala__L_c	L-alanine	0.8					Bombyx mori	BRENDA LIT: 525; Filo Dist: 5.0
Michaelis constant	R_ALATRS	6.1.1.7	M_atp_c	ATP	0.083					Escherichia coli	BRENDA LIT: 515; Filo Dist: 1.512
Michaelis constant	R_ALATRS	6.1.1.7	M_atp_c	ATP	0.095					Escherichia coli	BRENDA LIT: 515; Filo Dist: 1.512
Michaelis constant	R_ALATRS	6.1.1.7	M_atp_c	ATP	0.067					Saccharomyces cerevisiae	BRENDA LIT: 521; Filo Dist: 4.245
Michaelis constant	R_ALATRS	6.1.1.7	M_atp_c	ATP	0.3					Bombyx mori	BRENDA LIT: 525; Filo Dist: 5.0
Michaelis constant	R_ALATRS	6.1.1.7	M_atp_c	ATP	1.7					Bombyx mori	BRENDA LIT: 156; Filo Dist: 5.0
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	0.00019					Saccharomyces cerevisiae	BRENDA LIT: 538; Filo Dist: 4.245
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	0.00062					Saccharomyces cerevisiae	BRENDA LIT: 11; Filo Dist: 4.245
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	0.00165					Saccharomyces cerevisiae	BRENDA LIT: 538; Filo Dist: 4.245
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	8e-05					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	5e-05					Euglena gracilis	BRENDA LIT: 436; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	5e-05					Euglena gracilis	BRENDA LIT: 537; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	6e-05					Euglena gracilis	BRENDA LIT: 436; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	8e-05					Euglena gracilis	BRENDA LIT: 436; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	8e-05					Euglena gracilis	BRENDA LIT: 537; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	0.00018					Euglena gracilis	BRENDA LIT: 537; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	0.0009					Rattus norvegicus	BRENDA LIT: 530; Filo Dist: 4.107
Michaelis constant	R_VALTRS	6.1.1.9	M_trnaval_c	tRNA(Val)	0.00092					Rattus norvegicus	BRENDA LIT: 530; Filo Dist: 4.107
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.0043					Escherichia coli	BRENDA LIT: 653865; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.0395					Escherichia coli	BRENDA LIT: 650085; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.047					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.062					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.07					Escherichia coli	BRENDA LIT: 650122; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.1					Escherichia coli	BRENDA LIT: 531; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.015					Euglena gracilis	BRENDA LIT: 436; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.05					Euglena gracilis	BRENDA LIT: 436; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.05					Euglena gracilis	BRENDA LIT: 537; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.1926					Anabaena sp.	BRENDA LIT: 727894; Filo Dist: 2.5
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.0082					Rattus norvegicus	BRENDA LIT: 530; Filo Dist: 4.107
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.01					Rattus norvegicus	BRENDA LIT: 530; Filo Dist: 4.107
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.001					Tetrahymena pyriformis	BRENDA LIT: 535; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.001					Mycobacterium smegmatis	BRENDA LIT: 536; Filo Dist: 1.425
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.00125					Mycobacterium smegmatis	BRENDA LIT: 536; Filo Dist: 1.425
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.023					Geobacillus stearothermophilus	BRENDA LIT: 545; Filo Dist: 1.5
Michaelis constant	R_VALTRS	6.1.1.9	M_val__L_c	L-valine	0.024					Geobacillus stearothermophilus	BRENDA LIT: 545; Filo Dist: 1.5
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	9.4					Escherichia coli	BRENDA LIT: 715519; Filo Dist: 1.512
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.07					Euglena gracilis	BRENDA LIT: 436; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.07					Euglena gracilis	BRENDA LIT: 537; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.2005					Anabaena sp.	BRENDA LIT: 727894; Filo Dist: 2.5
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.029					Rattus norvegicus	BRENDA LIT: 530; Filo Dist: 4.107
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.071					Rattus norvegicus	BRENDA LIT: 530; Filo Dist: 4.107
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	2.5					Tetrahymena pyriformis	BRENDA LIT: 535; Filo Dist: nan
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.1					Mycobacterium smegmatis	BRENDA LIT: 536; Filo Dist: 1.425
Michaelis constant	R_VALTRS	6.1.1.9	M_atp_c	ATP	0.102					Geobacillus stearothermophilus	BRENDA LIT: 545; Filo Dist: 1.5
